y1_y1,y1_y2,y2_y1,y2_y2
1.0333247,-0.14415711,-0.14415711,0.8420166
1.2988497,0.018649854,0.018649854,0.9916669
1.1431978,-0.14391716,-0.14391716,1.1477294
0.98391134,-0.2179796,-0.2179796,1.1950172
0.8845053,-0.029081976,-0.029081976,1.1586045
0.87289745,-0.04035715,-0.04035715,1.1495589
0.97757393,0.04613466,0.04613466,1.0545216
1.1555334,-0.21044274,-0.21044274,1.054408
1.0017532,0.078131795,0.078131795,1.0737377
0.8863369,0.017715871,0.017715871,0.86164254
0.94527453,-0.14171961,-0.14171961,0.8662931
0.8126119,0.02969703,0.02969703,1.1542913
1.0802717,-0.07132472,-0.07132472,0.9225428
0.907503,-0.032833926,-0.032833926,0.9068505
1.2632096,-0.022933118,-0.022933118,1.154576
0.98810303,-0.026514579,-0.026514579,0.95193106
1.0169996,-0.25617307,-0.25617307,1.0423889
1.0943029,-0.061286543,-0.061286543,0.847649
1.0021836,-0.17802964,-0.17802964,1.0199064
0.9318516,-0.059767555,-0.059767555,0.88272786
0.9893844,-0.016468175,-0.016468175,0.8067474
0.90349776,-0.11243094,-0.11243094,0.75936216
0.99506676,-0.22556442,-0.22556442,0.8752796
0.92046356,-0.11256223,-0.11256223,0.82778627
0.9850185,-0.0974874,-0.0974874,0.7923737
1.0179273,-0.035837192,-0.035837192,0.9147547
1.0230173,0.105861455,0.105861455,1.0705733
0.8438836,-0.07815639,-0.07815639,1.0994623
1.0114894,-0.1095524,-0.1095524,0.82566965
0.7746781,-0.14107633,-0.14107633,1.1082293
0.9561865,-0.19838294,-0.19838294,1.0542676
0.8857818,-0.09963492,-0.09963492,1.0344845
0.93741137,-0.07792874,-0.07792874,1.0045774
0.90603167,0.09472377,0.09472377,1.0887362
1.2686877,0.23498358,0.23498358,1.1841401
1.0219209,-0.078703314,-0.078703314,1.0223804
1.1953071,-0.06263831,-0.06263831,0.9261335
1.0098431,-0.021081408,-0.021081408,0.9113684
1.0620965,-0.08594666,-0.08594666,1.116791
0.7189976,-0.032669872,-0.032669872,0.9481605
0.9560037,0.17458086,0.17458086,0.91260165
1.0889313,-0.013647973,-0.013647973,1.1606493
1.1413225,-0.17211054,-0.17211054,1.1289684
1.2202214,-0.03710229,-0.03710229,1.1091013
1.0282764,-0.1818534,-0.1818534,0.9433058
0.9837494,-0.09852843,-0.09852843,0.84993595
1.03631,-0.10746564,-0.10746564,1.0807226
0.8704939,-0.0819041,-0.0819041,1.0277448
1.0260713,0.019203763,0.019203763,0.8696079
1.2362345,-0.013280559,-0.013280559,0.8362116
1.2632711,0.2159623,0.2159623,1.2369043
1.2292342,-0.015269319,-0.015269319,1.0492461
0.9740747,-0.0027418826,-0.0027418826,1.3328632
1.2726768,0.079120226,0.079120226,0.8425414
1.0524497,0.1369142,0.1369142,1.2904346
0.98240525,-0.06811792,-0.06811792,1.1429591
0.9026178,-0.160972,-0.160972,0.91162986
1.2510235,0.058797672,0.058797672,1.3677868
1.2596209,-0.1196999,-0.1196999,1.1153511
0.9495089,0.061999965,0.061999965,1.3445477
0.74408364,-0.08075904,-0.08075904,0.75415385
0.7791657,-0.029126637,-0.029126637,1.2572778
1.1124887,-0.0060829874,-0.0060829874,0.8404132
1.2478728,-0.0036646468,-0.0036646468,1.1048697
0.87380034,-0.03097403,-0.03097403,0.9634696
0.8895892,-0.19742918,-0.19742918,1.0430369
0.9190682,-0.0012514554,-0.0012514554,0.86975074
0.86646163,-0.014646473,-0.014646473,0.96172684
1.1331475,-0.09416424,-0.09416424,0.9199534
0.71480346,-0.058933713,-0.058933713,0.9209446
1.2096199,-0.015905645,-0.015905645,1.1016167
0.9200672,-0.24690405,-0.24690405,1.2420264
0.9448562,0.08113605,0.08113605,0.92932063
0.89180857,0.101276465,0.101276465,0.7732303
1.0057982,-0.051367078,-0.051367078,0.8679702
1.1919302,-0.2791764,-0.2791764,1.0073118
0.99431366,-0.14287351,-0.14287351,1.2230113
1.1423335,-0.12271438,-0.12271438,0.945808
1.0140619,-0.0047577284,-0.0047577284,1.135203
1.0196172,-0.014927075,-0.014927075,0.8336464
0.7020622,-0.05920763,-0.05920763,0.9742571
1.1157008,0.047511157,0.047511157,1.0025395
1.0919496,-0.26497698,-0.26497698,0.9662465
0.9144324,-0.17869563,-0.17869563,0.78837115
1.074561,0.10268318,0.10268318,0.95554143
0.8878784,-0.030402746,-0.030402746,1.0133427
0.95441103,-0.14436285,-0.14436285,0.9885106
0.9512045,-0.10195585,-0.10195585,0.78209615
0.9207058,-0.13535994,-0.13535994,1.0800058
0.730971,-0.047224905,-0.047224905,1.1548958
0.978371,0.022371,0.022371,0.96833205
1.1509696,-0.18056028,-0.18056028,0.90000004
0.8741621,0.026454715,0.026454715,0.9873232
0.9656073,-0.12517384,-0.12517384,0.90649205
0.8976702,0.010566415,0.010566415,0.9743219
0.9822524,-0.029445156,-0.029445156,0.8692695
0.94210595,0.06732897,0.06732897,1.2046577
1.3168801,-0.018670117,-0.018670117,0.90901685
1.0006231,-0.06352381,-0.06352381,1.1221746
1.2167785,-0.0924151,-0.0924151,1.0323757
