ID,EBV,PEV
1,-0.044017541602866056,0.0010863077217689659
2,0.22669313018211457,0.0010085783119804992
3,-0.12311672368435148,0.0006792701591906876
4,0.005636666826851646,0.0012808883625781238
5,0.057369242446890165,0.0006620426405215621
6,0.08880857860474956,0.0010631498887644062
7,-0.11012959912062958,0.001236429268203177
8,0.041111809438782405,0.0005870357848304708
9,-0.16174527094968671,0.0010948681584386445
10,-0.07883239746196175,0.0009055246967401996
11,0.008341128012572998,0.001029147158516357
12,0.019703223919425708,0.000934531852143132
13,0.026409838246740293,0.000600765421292716
14,0.011442669826166832,0.00038615623013811746
15,-0.033362066190898904,0.0010059217514054363
16,0.05853401671321258,0.0009576764020869038
17,0.16696563677692772,0.000663610148583244
18,0.11868868371261657,0.0010326194960823395
19,0.0031824253555560633,0.0009571832508050488
20,-0.027619500510775254,0.0005954792360275949
21,-0.13961844029821788,0.0016151388800817593
22,0.005585533472717306,0.00047712301350124177
23,-0.014391945105358598,0.0009761562233202226
24,-0.07755151242215563,0.0003586642342450418
25,-0.028805845577057183,0.0005470552940755606
26,0.10402715773940185,0.0009248839199844011
27,-0.10086547570930683,0.0012136972473603316
28,-0.005281706504831113,0.0006589207387341149
29,0.08340551191057206,0.000844950298420961
30,0.08636924188852464,0.0008952584475478739
31,0.024396373575944073,0.0006447020748586334
32,0.032531373949082114,0.0006312345059996928
33,0.08844664081804904,0.0008005466933030656
34,0.15627873460224898,0.0007542165375198373
35,0.019015747823323707,0.00041494593946700176
36,0.1230389775324571,0.0007985931277733294
37,0.10514019943265888,0.0008558655611031365
38,-0.04672655277979829,0.0008035441846469951
39,-7.024548432180567e-5,0.000683942579512668
40,0.03571985490315127,0.0014816927527043049
41,0.020649013185069384,0.0017836062647892154
42,-0.060108103389630844,0.0007364424644615416
43,0.0022076185353807182,0.0006834906787955017
44,0.10897398522472651,0.0012516836573379904
45,0.027267410128778397,0.00034240974149260875
46,-0.1106291932114276,0.0018238124293495212
47,-0.006593911739482996,0.0006081023078768829
48,0.13224444860895235,0.0007802431761436693
49,0.040973270258271105,0.0012331202594171482
50,0.014749257781632137,0.0007549874482626107
51,0.05428909747148105,0.0007901647531360154
52,0.18879499308166725,0.0019709983201857038
53,0.08942031910850776,0.0006382522931896487
54,0.0530270189536505,0.0009441611454468167
55,0.03028765808822508,0.0005745992674438889
56,-0.1251088701251925,0.0008299651768563552
57,0.010996928261354667,0.0005386428795328661
58,0.0015593545210948133,0.0005555258219388606
59,-0.10038817753907875,0.0008163688643466972
60,-0.002675438342775087,0.0009499476295157018
61,-0.1673370035412138,0.001528628602942143
62,-0.05502039420277791,0.0010369254270689975
63,-0.07611039987448982,0.0011357660684494365
64,-0.11787455111772237,0.001305372177281083
65,-0.1306159346151479,0.000957964810073922
66,0.0014119235527478228,0.0011005599608903045
67,0.06288767166540103,0.000964939575776542
68,-0.09198908426530573,0.0012529736676229596
69,0.10349828850687598,0.0008962961039582814
70,-0.036611766317697116,0.0005814074197425477
71,0.059572930811174624,0.000587349402829407
72,-0.15561426703137557,0.0007387643652903912
73,-0.007133596423461623,0.0012417531956834646
74,-0.07980677407301719,0.0010193653917584282
75,0.08218600010103343,0.0008143350257856229
76,-0.008393605306574473,0.001168156891019101
77,0.0038591432786727227,0.0005405634971306227
78,0.016452163300860106,0.001067890195191338
79,0.09210217792538958,0.00037385349312095607
80,-0.09700751820815234,0.0006685324286901551
81,0.019154287003862507,0.0005243916839457448
82,0.0480471740276611,0.0010388660387379322
83,-0.22897325878444927,0.001335961265914732
84,0.11185620921694171,0.001205771940977986
85,0.05746603485981338,0.0002892571157526198
86,0.009188711948366816,0.0011481818248810982
87,0.04921437255435995,0.0007744300494624386
88,-0.13435448579041054,0.0013393778032014902
89,0.013125753315684352,0.0005497938993353296
90,-0.12677096138372107,0.0008297241854173119
91,-0.025607337388756847,0.0006084662242985042
92,0.0830250040124628,0.0007310693132032766
93,0.08254794002853841,0.0013358009113966468
94,0.007914530846544985,0.0007644226092651768
95,0.068944550129202,0.0012864521387246609
96,-0.20220771674312613,0.0010203974123948252
97,0.02096465279700489,0.0007608463572725146
98,-0.1521398159284354,0.0014780499987574864
99,-0.04071174558186987,0.0005224332486068611
100,-0.13378360917784066,0.0006188561685876661
