y1,y2
0.005401024424237283,0.014196674911166206
0.005019785976675062,0.009903352292636738
0.008762073634180243,0.008621626287203473
0.013126682886941785,0.00912624583819314
0.01028120269131461,0.008074855295701915
0.009122621215531718,0.010170120390515744
0.00898686517072447,0.010862176629756772
0.009052922968285257,0.014010886061373169
0.00812098108508852,0.009434100179950453
0.007141304897535137,0.01511567945253122
0.009831912395001556,0.015190786859023142
0.018778704788919437,0.013396089023183483
0.007780154136441893,0.017809237341156404
0.009401229516118355,0.01570661317916721
0.005826487293663904,0.013255297398239144
0.00854206084793354,0.01610689652832464
0.013267861377414727,0.012299858536234312
0.00722280471305678,0.013856742327626147
0.009532190193734759,0.012632861299624959
0.007996102753040978,0.01627838083333007
0.006843229513535623,0.01588497742219141
0.007962760588113812,0.018388684957617443
0.011742376970698055,0.017470109650399038
0.00683197292878917,0.016890643169351044
0.004687090190765097,0.01943821019439897
0.009562702380643941,0.01323484162823009
0.008576069249996645,0.013359867682168805
0.009963327597630396,0.01198367281214705
0.009063370426489045,0.015339686255770873
0.009019941815822125,0.012637247838876353
0.008972673536374761,0.015158788293503766
0.011671317605759117,0.01378667431217427
0.007119688530291144,0.014247123623724784
0.006887671408523241,0.01167227856613423
0.004593139062871113,0.008374628799714061
0.008068459219931014,0.010999117741992128
0.007026100376556151,0.012661386724524137
0.010411922349172948,0.013887674006192919
0.008028966629419862,0.008172522857385931
0.010975641128321119,0.013546373708925577
0.009991046874943867,0.013476277866007544
0.00845346614743557,0.010629922300692679
0.0084290036356228,0.009784577014608348
0.009957108560422754,0.011492977864515426
0.00999779487103617,0.01151895716071297
0.00827582682407955,0.011859711787389222
0.007334083428729817,0.00909209330060387
0.009142328318569683,0.007532838209321328
0.009238514622361891,0.012475765440888489
0.006587952335136499,0.014855082698668365
0.005869687857073539,0.009552653993855905
0.007919540916921469,0.010689971716006436
0.010964646512953855,0.008530959490653686
0.0032085438930798617,0.012828122361633023
0.007832204509769576,0.0056799598679823215
0.009224868754575727,0.007895062059905188
0.012865473848887839,0.012943162242657
0.006401140265102544,0.00781818866285961
0.0047770055785660995,0.012854377083189636
0.01165797282987507,0.009753326634180326
0.013044565509863564,0.01853224233141538
0.009524137067846874,0.014417246099477025
0.008923549455130205,0.017159586900222467
0.006134921088332749,0.012790383034551671
0.008395597400152204,0.019236098674059163
0.013134655290696053,0.012346030830886373
0.011026637637146201,0.015547801379224655
0.010029340876270788,0.016063537019872818
0.00857760941211434,0.01653247506434154
0.01665160321767629,0.009719149221636764
0.010785499244095144,0.010435659559359836
0.008125354931693706,0.012325370422526238
0.009794646478024081,0.015698171881528843
0.011064944766964105,0.015550919373295457
0.010418749026519392,0.016375065001261076
0.008382133109012885,0.01091371391195135
0.007856508245740546,0.011330437340438163
0.009124867312448822,0.01238712048660794
0.009528710635632522,0.012494729766638886
0.012577247203665936,0.014321667688160768
0.009436322331236516,0.012503239951961852
0.005537597575460307,0.011465769308603732
0.00691746047936924,0.014003446564982607
0.00853750622660128,0.017350883790656052
0.007636232538395294,0.012329940061434449
0.006545963682188937,0.007465530991660411
0.008410597709575371,0.016149920829963613
0.008135164569900427,0.013504062756406308
0.009451964646695106,0.01272905107948277
0.015990548664976262,0.009858725852711166
0.006038343895234835,0.012816634892790304
0.009109478776966308,0.016926112333732632
0.0083448885264826,0.013669199593901572
0.01042173184291326,0.014773111057539524
0.0085659675428411,0.011058401336675341
0.010037694026184677,0.01671537285941695
0.007624273830344105,0.008755729464270095
0.0064877174361122275,0.014914078555033305
0.006062960990832892,0.010472099741092734
0.008173711490834455,0.00972586380248462
