0.93024564,-0.17625545
-0.17625545,0.70420027
1.0275376,-0.20778613
-0.20778613,0.5530134
1.3386878,-0.3603007
-0.3603007,1.2608682
1.4576564,-0.098437846
-0.098437846,0.9540946
0.954741,0.1769806
0.1769806,0.54076165
0.44814265,0.12904732
0.12904732,0.5124483
0.50135624,0.16915524
0.16915524,0.5499477
0.4205552,0.019901002
0.019901002,0.29945016
0.6794644,-0.22026895
-0.22026895,0.5694762
0.89844346,-0.23538324
-0.23538324,0.7251072
1.0892397,-0.4450675
-0.4450675,0.80349344
0.5837662,0.12467495
0.12467495,0.6503915
0.6781822,0.23772545
0.23772545,0.85361975
0.73668545,0.13409762
0.13409762,0.75644314
0.5043796,-0.15152983
-0.15152983,1.3291647
0.5301273,-0.006246979
-0.006246979,1.6920155
0.63225573,0.09676003
0.09676003,1.399431
0.6740985,-0.018578228
-0.018578228,0.46091053
0.9078061,0.03762008
0.03762008,1.0696346
0.5144312,-0.085384205
-0.085384205,0.7735082
0.45092693,-0.032524366
-0.032524366,0.34793338
0.5914829,0.030895252
0.030895252,0.42121574
0.95750004,-0.23194931
-0.23194931,0.60461557
0.6454351,0.026578397
0.026578397,0.37953618
0.46853882,-0.08734725
-0.08734725,0.36463085
0.5374452,-0.10743212
-0.10743212,0.6155059
0.3386978,0.033061374
0.033061374,0.60069937
0.2556399,0.0042469976
0.0042469976,0.6916417
0.15152703,0.040108148
0.040108148,0.5655138
0.13239521,0.017941307
0.017941307,0.45249504
0.3246833,-0.22671834
-0.22671834,0.8445078
0.6426714,-0.17605574
-0.17605574,0.45708364
0.4333505,-0.4213598
-0.4213598,1.4951968
0.46842244,-0.6244931
-0.6244931,2.0777934
0.31998953,-0.1481126
-0.1481126,1.1079766
0.49884042,-0.3892945
-0.3892945,1.4045676
1.0667486,-0.5049251
-0.5049251,0.8437022
0.7453978,-0.27343836
-0.27343836,1.3544041
1.6388553,-0.62409306
-0.62409306,1.692106
1.1288692,-0.76573384
-0.76573384,1.5344822
1.2436906,-0.9285703
-0.9285703,1.9226675
1.4882653,-0.70555764
-0.70555764,0.8100842
0.9183724,-0.2737811
-0.2737811,0.8223568
0.97125703,-0.20636326
-0.20636326,0.7138571
1.7109523,-0.456078
-0.456078,1.0035477
1.1013908,-0.32901788
-0.32901788,0.649861
0.9998473,-0.3363594
-0.3363594,0.74651116
0.86162055,-0.17499878
-0.17499878,0.56279427
0.37334043,-0.06698753
-0.06698753,0.6910391
0.41896212,0.03617165
0.03617165,0.4861254
0.5692935,0.015428735
0.015428735,0.40891322
0.47697154,-0.042486396
-0.042486396,0.2877314
0.662989,-0.028437557
-0.028437557,0.28038898
0.77667654,-0.08967048
-0.08967048,0.23272076
1.006543,-0.16575214
-0.16575214,0.78062284
1.2741132,-0.881966
-0.881966,1.3019725
0.97054964,-0.484487
-0.484487,0.8806488
1.2842413,-0.21975581
-0.21975581,0.47642162
1.9159142,-0.28320858
-0.28320858,0.68791574
0.9784942,0.22466187
0.22466187,0.70628273
0.60414696,0.19475828
0.19475828,0.6652803
0.43565407,0.20315571
0.20315571,0.6676238
0.21115336,-0.10795861
-0.10795861,1.0098511
0.2260724,-0.07229904
-0.07229904,0.869509
0.20770302,-0.076695554
-0.076695554,0.8734522
0.34905612,-0.16111015
-0.16111015,0.64610714
0.8991904,-0.14149149
-0.14149149,0.55517673
0.65577334,-0.22118472
-0.22118472,0.31332028
0.67442465,-0.25252053
-0.25252053,0.35229564
1.1317673,-0.011261503
-0.011261503,0.4127027
1.2779104,-0.2552925
-0.2552925,0.3287822
1.179748,-0.5741451
-0.5741451,0.73515546
1.3349546,-0.25498015
-0.25498015,0.8812924
1.0006068,-0.16601142
-0.16601142,1.4193965
1.2728904,-0.47802496
-0.47802496,0.8677204
0.83713293,-0.39579725
-0.39579725,1.0930429
1.5152752,-1.183081
-1.183081,2.4074528
0.79637754,-0.6729843
-0.6729843,1.3342297
0.40936726,-0.35629806
-0.35629806,1.5678418
0.38873094,-0.091164865
-0.091164865,1.4892849
0.3975344,-0.14603028
-0.14603028,2.3527052
0.80362207,-0.68743765
-0.68743765,2.3818486
0.7676342,-0.55234617
-0.55234617,1.8512602
0.4948401,-0.8200438
-0.8200438,2.6083372
0.35611546,-0.50622576
-0.50622576,1.8839235
0.56652963,-0.7314745
-0.7314745,2.799763
0.8152384,-0.76473945
-0.76473945,2.2292426
0.33350235,-0.3471185
-0.3471185,1.5646287
0.5983003,-1.2483158
-1.2483158,5.826115
0.39009506,-0.19302484
-0.19302484,1.6839964
0.4642096,-0.20944363
-0.20944363,1.8813591
0.25257885,-0.29340088
-0.29340088,1.9821545
0.24420741,-0.025747221
-0.025747221,1.5130621
0.2863275,-0.15173008
-0.15173008,1.2775141
0.8472759,-0.7874235
-0.7874235,2.5915256
0.8654182,-0.82382184
-0.82382184,1.8523288
1.02083,-0.94299656
-0.94299656,2.038904
1.0973356,-0.33140266
-0.33140266,1.9119349
1.4904909,-0.86802477
-0.86802477,2.3159423
1.1358929,-0.78838
-0.78838,2.9375608
