y1,y2
0.9998236486716469,0.9994806116193985
0.9994665833622931,0.9990846203913638
0.9996734250734319,0.9985496415685552
0.9998226871203743,0.9992109275005121
0.9998176791752897,0.9991926992600692
0.9997825597205591,0.9990750383528085
0.9994997622902073,0.9984330210534144
0.9994179706003686,0.9991444678870226
0.9993151138109942,0.9983301087128176
0.9988687631028519,0.9994635854091547
0.9996081889814952,0.9993628037605548
0.999396042468637,0.9995458304566024
0.9996935895764419,0.9995394411016747
0.9994874393582303,0.9993859924652929
0.999550756693407,0.99951950936453
0.9997540496951215,0.9997035950337747
0.9997730807433871,0.9997204721981359
0.9997021184331231,0.9995008205042025
0.999527188259501,0.9994383424893507
0.999053438455276,0.9995649868613435
0.9994824497239779,0.9992541332477666
0.9993433776253842,0.9961885666224404
0.9998010062860474,0.9988120310668631
0.9997278718886821,0.9985055289937315
0.9998104633423641,0.9985260832117697
0.9995559568529354,0.9979528953558556
0.9987446265775806,0.9993997471000866
0.9974141525282928,0.9992722554063176
0.9953928103870985,0.9989696992161518
0.9952773137129017,0.998569575782041
0.9964747900404057,0.9990180333606792
0.9986565036470397,0.998868140472163
0.9989878898644832,0.9975250189825704
0.9993842443252425,0.9991630953809691
0.9996501639952227,0.9995954008577628
0.9992773461899778,0.9993589806018519
0.9998370972097053,0.9995610392657783
0.9999146928643798,0.9995818067629537
0.9999102531567337,0.9994307586209089
0.999876486084024,0.9995216197652164
0.9998051201073502,0.9997917488915983
0.9998195355320882,0.9994867410596117
0.9998380196635135,0.9995456853321304
0.9997524558617877,0.99971335809802
0.9997410078663211,0.9988217605430268
0.9994748018385535,0.9997290713225384
0.9997044537490354,0.9996434037020392
0.9996791229118261,0.9990884255637594
0.9992478769681884,0.9987103893240894
0.9992379318312891,0.9984460774129823
0.9991939523655866,0.9985421811612466
0.9997429662828997,0.9985569458487709
0.9998476232255259,0.9979462748150035
0.9996273917695868,0.9933823333781282
0.999722653770368,0.9935662213423088
0.9995866315018592,0.9991993532981575
0.9998253093104418,0.999206940717095
0.999828781589809,0.9991938200575539
0.9998923789084997,0.9981816437492191
0.9998632669205252,0.9993277308508206
0.9996280688464575,0.9991492247550279
0.9992946268625421,0.9993765607274259
0.9966715954942764,0.9996625439290289
0.9989903869533577,0.9996241514592945
0.9982406971644827,0.9992827506456505
0.9980758767721932,0.999445483320711
0.9994936233654638,0.9988823515728769
0.9995662411373144,0.9982130876787395
0.9998425637323967,0.9973553762688354
0.9998527860725415,0.9971616630576662
0.9998549375014941,0.9981713839754808
0.999911448696643,0.9976742612553442
0.9999198069810169,0.9995461637560563
0.9999082910540649,0.9997605539695562
0.9996214649382174,0.9998270733709748
0.9997776106462704,0.9998747485572194
0.9997811039122793,0.9998705490394348
0.9998027977867748,0.999894799233544
0.9996375054398627,0.9998876738274567
0.9989859996929153,0.9999496208195024
0.9988660003740337,0.9999762918086502
0.9992787967523632,0.9999413785751645
0.9980672441107716,0.9999497965802354
0.9987833426747923,0.9999245148473397
0.9983256515189234,0.9999303790620825
0.9985268280452559,0.9999130530955103
0.999102339781771,0.9999644911817858
0.9994323315435005,0.9999536382217632
0.9988691178827557,0.999944737420794
0.9992193148592611,0.9999102650938579
0.999439057121288,0.9999460972681886
0.9993213026289917,0.9999239318798976
0.9987801761863078,0.9999419123079606
0.9985286515563817,0.9998945931489132
0.9988422860221603,0.9998951309407462
0.9997286812379639,0.9999248227507975
0.9998299041006531,0.9999309366399958
0.99981259524363,0.9998144449842904
0.9997827170055124,0.9998683577840651
0.9997389617998771,0.9999104178127294
