1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
1.147157488153228,17.192029588807515,8.009227748274792,0.560979024788363,28.774457988966297,21.143004370163943,28.42004466303308,21.339990650262074,-45.72218628271219,-16.069014005133923,-74.57465035849503,-31.510874873925864,-44.77724851235101,-39.731653589278416,-21.117908305234707,-13.739307073727247,-8.306194070745065,75.36306659910332,-15.598985902895851,109.1980651058746
-26.42738159829193,28.37175398771647,-1.700571702694889,-38.808542305790866,63.38373764523466,49.31732422544841,-4.725404022484497,2.2132043545058693,-63.7132080293468,-2.3172546027731364,-85.72568696572962,-29.949618479405316,-35.30106909372526,-28.347029366602506,14.566121198845318,-18.026024105815992,32.67831789799697,43.45640449705631,7.097325453248576,93.9575934202872
18.992640566650117,-41.70765608550721,-16.920785166978288,55.06883345923545,11.082045161328805,16.357619391545576,-24.309500285998652,4.372102260768692,-4.817271899344009,-18.516603354575228,-65.5196383159284,-37.104111394689426,-20.762529199784765,19.593489229407332,82.07548862299859,-16.525866075294836,-13.070351680532859,29.99640940988768,-58.067759011201055,79.78344420811686
23.542179502387917,-80.92058214788885,29.216240149263548,-28.738620166227513,-65.9266224482088,76.42592093150162,-90.56910022437108,-58.07034140296106,-4.04719429524806,-29.018183860400853,31.284092310174792,20.191841168085276,-11.283935988721488,74.75397577736277,51.68678441072356,21.78708567496126,-28.143850448912325,36.772264146496894,-19.332654694108538,50.39070518895997
25.884000717535972,39.908673621791266,-2.005904450046066,-40.35489670312086,-28.72412514030167,41.234769088066066,-32.349172720834105,53.77266857449233,-11.189193233611974,-33.07538316775498,-63.873705134426885,19.68944544639746,-64.73121720158021,2.412817167230294,74.30060969252025,-51.37045846475204,8.182404311885499,62.393010720815276,-78.11994216820445,78.01559886824202
20.590451817083505,-28.45964457636136,-14.89339451828657,-33.60787498450461,-25.878090645261537,55.88550508346365,-27.100132636947713,7.096164911615633,-19.69980781078131,4.503385158590766,-33.164124398303855,99.12910541251341,-66.65149900646685,28.30074522947654,5.517925086638102,-17.663913443946196,26.043489170810794,1.2056772923801162,-23.98531420238422,42.831346225028845
-0.6034352380337547,-5.126946558487973,-10.587716044547463,-34.72805218646335,2.0512133581652776,45.68355308859826,9.667040570305382,23.61950281060355,-9.449137515442654,37.72412583187905,-16.49879200185879,12.253348674751482,-55.9994325450067,-17.7272080577559,-34.69701396831253,9.226674024300813,-10.131705718346481,-15.511565163159194,-10.577514920546268,81.4130648536701
-12.764338511535811,-7.010566062763603,23.373453146468513,-3.408983115056383,-7.6294216004271505,19.004916011544992,-25.143850344839137,7.268094238068524,-54.6238692442564,18.651380612731472,-99.14314549839361,-17.145740950781004,-49.79626889355575,57.72261603363883,27.671356973693154,5.634151813742477,41.3233292882331,8.994418256593793,21.901115246530907,45.12135000193118
42.85749931529298,4.936924863632978,21.93391290829537,35.72506972404007,-3.7000315341940784,15.955419745460727,-51.2136257053307,-14.97722239699323,-13.919170255313663,-41.11048942062881,-25.616265463379833,18.969332739153216,-23.047695118157733,-21.212187055065385,46.828420971025366,32.157656357729564,-8.77862288936274,4.417885703923279,-21.090134336958485,0.8833171419992008
54.91337814209841,-7.210085709782927,-33.03109311670348,-0.23666516075590138,-15.56277035662432,36.235175157953925,-36.24101446839029,-20.9889469810865,-74.15124976727132,-15.03944517249918,-89.70864976155988,41.847704984593705,-13.18906040431603,21.00886085345215,25.69401748942489,41.94934868399761,17.814067489468883,64.93137992106494,-32.515475781951665,33.480520416052656
31.59516890555851,2.9055541593985126,22.111722579168408,-28.053289534210585,22.394334381356572,-2.4245627811088433,-66.91485131966765,-20.51653117011349,-7.5761656501919035,23.382224162711477,-38.63316845266587,39.16798350877042,-47.81408379943909,9.184390265913676,-1.4203581241942072,-5.937786270884651,-38.28139709419271,71.98902337631343,-47.907133160606406,82.7489270793986
2.052982440619658,-56.21748489437475,-31.73458400820505,-3.301713101319681,-17.99644737500305,38.15688633121997,-37.00434081339533,-29.616611192713087,-3.1099988272640786,-30.369018376160824,16.74844521227249,-41.20938841919947,-32.16530600241452,49.97296585348222,62.53116834513632,19.04561241176528,-15.125410545801532,30.988546529781992,-53.784072627365546,132.1377743270924
-5.726765323254824,17.50798170343132,38.133698352701444,-20.637009027401625,-25.045635590745064,47.61945533823803,-65.63025188330082,43.46227407163775,-75.96845325530086,-27.96180312208748,-12.945471843748965,13.77536625666001,-60.489623763631236,26.95160537654307,-28.244047414608687,45.25030478043381,-7.469823007849125,58.708111895315376,-54.91713172488024,93.62722477498134
-22.469326545336983,-9.30906612893537,55.162760611188645,-23.879485414528485,-32.600937780638176,14.167120506680973,-93.10515197987503,5.368375328406556,12.518940653966563,14.979113590951423,-3.1471513728236076,53.04399600760224,-52.41468438819217,16.15488186101945,-5.181652163765301,58.950940619984976,-45.71280454940569,-6.846820903212922,-52.46655696625611,116.78751456702011
53.763216060112,17.254491737635266,-44.727235780448886,24.42259784800018,-20.53195758967032,22.526798905945505,-46.81016397897386,1.5509081902924065,-20.99561206820451,35.22642336686239,-76.72310028719265,-64.86055929461963,-61.80543774298375,23.86954128371636,29.97252842089365,-6.668907284115889,-6.490083071126044,54.21554189979719,-0.4821832690162893,87.29319417383621
63.30088128619333,-20.261703287883492,40.66957910335468,3.152191056337074,34.114793195389055,-24.49000554654409,-5.989631981029799,56.29296827093527,-37.56590680365389,-88.94747479693211,-22.279121899225235,33.573348629026185,-105.74679915516926,18.189250775344867,33.575456804666075,-54.72431081464526,42.56371711402152,34.988052094977874,-148.55675144178673,148.14147253432523
7.264226579774476,78.6464413495887,40.279400416194065,7.59112677675709,-33.41965885636491,61.52811804314466,-116.93976338217183,-27.46603242188538,-31.9241630212867,-51.65190456434195,-55.919841340882925,-4.9344381710856275,-49.52428886047334,29.928573611320612,28.215318645940876,79.90092064621125,-43.29916321562227,77.43272494673704,-82.26047045297328,86.55287455592033
69.19078360419047,-22.401027993120625,47.06690942334927,-35.63685526629424,-28.168679381969906,6.736256138836133,-84.19582743805377,-19.183081688998655,23.821616282664518,-85.3189544850407,-37.25020672640238,14.537096615442753,-34.90079679666633,16.854634231810184,3.081390503329086,37.18687472907677,8.178372850994865,62.055798270308216,-16.48692418910756,74.83262214784925
-11.784142717565441,46.0994321471868,-2.943752960463259,-17.731459251552845,12.107577932874758,56.35693057998589,-38.52574848114038,-15.334128845471334,-67.23200094520968,-20.001099013413338,-58.80870524530208,-4.363459522465888,-43.79786070007919,64.67161233926626,78.95755015943921,-29.870806666064233,-11.137040442702691,2.8284952720900662,-47.14496377467033,107.65356780526315
64.68526279396926,16.555658144418413,56.70149383894126,-81.09032522925074,21.113090116689705,-22.77217193825034,-66.86946502739833,49.53516588035414,-32.9930152411536,-55.03108454147335,-26.612929436557543,11.537621191945007,-36.44832356489094,35.05904881835124,39.54334497860317,-46.2306615267199,-45.60643783734427,17.152590665534944,-27.353261914855306,129.12440328803538
24.021348356393858,38.156578682980914,-31.389679835886913,-5.975749760675425,-4.113823897632933,4.488768676899397,-125.59866509737404,-42.118374617797635,-32.60121948152135,-19.02869251228517,-16.546596790524763,31.323983040979012,-0.6552610495647784,1.5454194221945041,-10.113517568871774,20.01392752753746,8.206088888447649,55.24780837442016,-7.476552181065525,112.61420641794746
